idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
87,refs/heads/master,c802cd0adbaa29205317b5c2ee784fc4d4370eee,a84fba80c5118fe61c391a8a1c54443384c9c41e,c0cb60d570e3ca1f07fbf85c7c24ec78be48c3af,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/a84fba80c5118fe61c391a8a1c54443384c9c41e_c0cb60d570e3ca1f07fbf85c7c24ec78be48c3af_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/a84fba80c5118fe61c391a8a1c54443384c9c41e_c0cb60d570e3ca1f07fbf85c7c24ec78be48c3af_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/a84fba80c5118fe61c391a8a1c54443384c9c41e_c0cb60d570e3ca1f07fbf85c7c24ec78be48c3af_left_right.log'}",True,True,65,3286,True,8e1d308464d6073c7af06f0a916c3c166651d129ace0778805ef75f32bd71223,Tests_passed,4d372614fccdfb19ae68845434319419fa14d443d9e4fc4e05f52ba8182214a1,Tests_passed,True,True,Tests_passed,f7ae38447bd0d1f4ece19631b36f09537e979fa883245697c8c51fe1add059f4,Tests_passed,f17b48c98ac9810299cdcf1ca0d446a7d750e2cb8650c212c758dccedee079aa,Tests_passed,f7ae38447bd0d1f4ece19631b36f09537e979fa883245697c8c51fe1add059f4,Tests_passed,f17b48c98ac9810299cdcf1ca0d446a7d750e2cb8650c212c758dccedee079aa,Tests_passed,f7ae38447bd0d1f4ece19631b36f09537e979fa883245697c8c51fe1add059f4,Tests_passed,f7ae38447bd0d1f4ece19631b36f09537e979fa883245697c8c51fe1add059f4,Tests_passed,f7ae38447bd0d1f4ece19631b36f09537e979fa883245697c8c51fe1add059f4,Tests_passed,f7ae38447bd0d1f4ece19631b36f09537e979fa883245697c8c51fe1add059f4,Tests_passed,f7ae38447bd0d1f4ece19631b36f09537e979fa883245697c8c51fe1add059f4,Tests_passed,ef8b02303fc84f15ca8a93b2b4be0b960f7daefc096aa791262bdf6dfbb98883,Tests_passed,f7ae38447bd0d1f4ece19631b36f09537e979fa883245697c8c51fe1add059f4,Tests_passed,f7ae38447bd0d1f4ece19631b36f09537e979fa883245697c8c51fe1add059f4,Tests_passed,141e85aa98da025f5f9d5bfde6cf2d13c93d387ff53d459d7d2fa29723c9be39,Tests_passed,f7ae38447bd0d1f4ece19631b36f09537e979fa883245697c8c51fe1add059f4,Tests_passed,f7ae38447bd0d1f4ece19631b36f09537e979fa883245697c8c51fe1add059f4,Tests_passed,f7ae38447bd0d1f4ece19631b36f09537e979fa883245697c8c51fe1add059f4
106,refs/heads/master,65efc48712b4a98a89696c53bea379a25be30ad8,0e60e92eeb1708b8c012f8913606790256f063ce,fe0c6a45632cfc2417047784acee7ff5c4a142d0,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/0e60e92eeb1708b8c012f8913606790256f063ce_fe0c6a45632cfc2417047784acee7ff5c4a142d0_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/0e60e92eeb1708b8c012f8913606790256f063ce_fe0c6a45632cfc2417047784acee7ff5c4a142d0_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/0e60e92eeb1708b8c012f8913606790256f063ce_fe0c6a45632cfc2417047784acee7ff5c4a142d0_left_right.log'}",True,True,15,248,True,dcde49efbf34138e76f9f2b512dfb2f7c2532c7837dfd628dbf69bac7809487c,Tests_passed,f6f022f46b015152a2d9e3470e1157a05b5ad7ed69106dcea77d86b1293734f3,Tests_passed,True,True,Tests_passed,58d796d5b9ab90bb06b103def0e9577e62619bf66b1414dc4c2574733175a81c,Tests_passed,58d796d5b9ab90bb06b103def0e9577e62619bf66b1414dc4c2574733175a81c,Tests_passed,58d796d5b9ab90bb06b103def0e9577e62619bf66b1414dc4c2574733175a81c,Tests_passed,58d796d5b9ab90bb06b103def0e9577e62619bf66b1414dc4c2574733175a81c,Tests_passed,58d796d5b9ab90bb06b103def0e9577e62619bf66b1414dc4c2574733175a81c,Tests_passed,58d796d5b9ab90bb06b103def0e9577e62619bf66b1414dc4c2574733175a81c,Tests_passed,58d796d5b9ab90bb06b103def0e9577e62619bf66b1414dc4c2574733175a81c,Tests_passed,58d796d5b9ab90bb06b103def0e9577e62619bf66b1414dc4c2574733175a81c,Tests_passed,58d796d5b9ab90bb06b103def0e9577e62619bf66b1414dc4c2574733175a81c,Tests_passed,5fbfdea730c6602f274242761835b1d34df96ab7599a62472e58adf8a29ea2c2,Tests_passed,58d796d5b9ab90bb06b103def0e9577e62619bf66b1414dc4c2574733175a81c,Tests_passed,58d796d5b9ab90bb06b103def0e9577e62619bf66b1414dc4c2574733175a81c,Tests_passed,58d796d5b9ab90bb06b103def0e9577e62619bf66b1414dc4c2574733175a81c,Tests_passed,58d796d5b9ab90bb06b103def0e9577e62619bf66b1414dc4c2574733175a81c,Tests_passed,58d796d5b9ab90bb06b103def0e9577e62619bf66b1414dc4c2574733175a81c,Tests_passed,58d796d5b9ab90bb06b103def0e9577e62619bf66b1414dc4c2574733175a81c
253,refs/heads/master,9fa019efbb3e9219643a69303c549bdb7b6515a2,c836e4e2131027467ef668ef029092f7f100e39f,02cbc6ec041475c9ca930456cd543eb3c43146c6,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/c836e4e2131027467ef668ef029092f7f100e39f_02cbc6ec041475c9ca930456cd543eb3c43146c6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/c836e4e2131027467ef668ef029092f7f100e39f_02cbc6ec041475c9ca930456cd543eb3c43146c6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/c836e4e2131027467ef668ef029092f7f100e39f_02cbc6ec041475c9ca930456cd543eb3c43146c6_left_right.log'}",True,True,17,117,True,e26ffbc51282c6476e5fccf9dcb06fdee2d8684d980de51d7a56eea098467a5c,Tests_passed,383dff57d77c719a8bd961e01e86c9b16b97dda85da9182753d20da25531a131,Tests_passed,True,True,Merge_failed,8c638de508c30ee9d3b2467132147fbee0ab8c0ecb276319231797ba4eff9fed,Merge_failed,8c638de508c30ee9d3b2467132147fbee0ab8c0ecb276319231797ba4eff9fed,Merge_failed,8c638de508c30ee9d3b2467132147fbee0ab8c0ecb276319231797ba4eff9fed,Merge_failed,8c638de508c30ee9d3b2467132147fbee0ab8c0ecb276319231797ba4eff9fed,Merge_failed,8c638de508c30ee9d3b2467132147fbee0ab8c0ecb276319231797ba4eff9fed,Merge_failed,8c638de508c30ee9d3b2467132147fbee0ab8c0ecb276319231797ba4eff9fed,Merge_failed,8c638de508c30ee9d3b2467132147fbee0ab8c0ecb276319231797ba4eff9fed,Merge_failed,fc2ee1d461fe3ff406fa36fdd30e21d1e55be31b41839005e54343c10a16ee50,Merge_failed,716c0f1fd48f534c833c777a716ea581954dfe9ca677371350773d2f2a67c4a9,Merge_failed,79e1adb7fa816249fbf9b798ca934ca920d152421027e91eb5e5b5c4a43e624c,Merge_failed,0a46d062b733e471b4d69cecf4867798a3be3fa95f437df180c4066f3d1e1baf,Merge_failed,8c638de508c30ee9d3b2467132147fbee0ab8c0ecb276319231797ba4eff9fed,Merge_failed,8c638de508c30ee9d3b2467132147fbee0ab8c0ecb276319231797ba4eff9fed,Merge_failed,8c638de508c30ee9d3b2467132147fbee0ab8c0ecb276319231797ba4eff9fed,Merge_failed,8c638de508c30ee9d3b2467132147fbee0ab8c0ecb276319231797ba4eff9fed,Merge_failed,8c638de508c30ee9d3b2467132147fbee0ab8c0ecb276319231797ba4eff9fed
288,refs/heads/master,4b1b8c6d1d1d56f77d4394c8270ac5345cbc8aee,2f1ad0af52ce2affbeb4d6968a795bf32bbb5c01,9b57d73f08f75481ef1178cdf4ed33f320ef2e15,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/2f1ad0af52ce2affbeb4d6968a795bf32bbb5c01_9b57d73f08f75481ef1178cdf4ed33f320ef2e15_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/2f1ad0af52ce2affbeb4d6968a795bf32bbb5c01_9b57d73f08f75481ef1178cdf4ed33f320ef2e15_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/2f1ad0af52ce2affbeb4d6968a795bf32bbb5c01_9b57d73f08f75481ef1178cdf4ed33f320ef2e15_left_right.log'}",True,True,22,223,True,039f7a470d8f176f09d337b6de63d04448852b107295d455e94f151b38c94fbb,Tests_passed,ed952c7fac290531a1c6d6fb9212c12caeec9377002a7599ac01b56a09621736,Tests_passed,True,True,Tests_passed,61f7210de0f2eceaae8f58a5cab391a6939e1f4470848f822e9fd5c9287f4d60,Tests_passed,61f7210de0f2eceaae8f58a5cab391a6939e1f4470848f822e9fd5c9287f4d60,Tests_passed,61f7210de0f2eceaae8f58a5cab391a6939e1f4470848f822e9fd5c9287f4d60,Tests_passed,61f7210de0f2eceaae8f58a5cab391a6939e1f4470848f822e9fd5c9287f4d60,Tests_passed,61f7210de0f2eceaae8f58a5cab391a6939e1f4470848f822e9fd5c9287f4d60,Tests_passed,61f7210de0f2eceaae8f58a5cab391a6939e1f4470848f822e9fd5c9287f4d60,Tests_passed,61f7210de0f2eceaae8f58a5cab391a6939e1f4470848f822e9fd5c9287f4d60,Tests_passed,61f7210de0f2eceaae8f58a5cab391a6939e1f4470848f822e9fd5c9287f4d60,Tests_passed,61f7210de0f2eceaae8f58a5cab391a6939e1f4470848f822e9fd5c9287f4d60,Tests_passed,dfba6e47b9f5f50dd1903f5d41702b9dcc358f8a6da5d0b425ea927d75d2c0d6,Tests_failed,7b972bf1768e34e60542c34a21ab7763384342d1536a36e895f379b9fca965ed,Tests_passed,61f7210de0f2eceaae8f58a5cab391a6939e1f4470848f822e9fd5c9287f4d60,Tests_passed,61f7210de0f2eceaae8f58a5cab391a6939e1f4470848f822e9fd5c9287f4d60,Tests_passed,61f7210de0f2eceaae8f58a5cab391a6939e1f4470848f822e9fd5c9287f4d60,Tests_passed,61f7210de0f2eceaae8f58a5cab391a6939e1f4470848f822e9fd5c9287f4d60,Tests_passed,61f7210de0f2eceaae8f58a5cab391a6939e1f4470848f822e9fd5c9287f4d60
404,refs/remotes/origin/pull/1012,784acc1cde06f5410a540021c923f21285d7cda1,9722037fcdd46d1d4549fc02f2f3ab12aa95c162,edc75f9d11e199cc4975c569634e489cb2f65cc5,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/9722037fcdd46d1d4549fc02f2f3ab12aa95c162_edc75f9d11e199cc4975c569634e489cb2f65cc5_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/9722037fcdd46d1d4549fc02f2f3ab12aa95c162_edc75f9d11e199cc4975c569634e489cb2f65cc5_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/9722037fcdd46d1d4549fc02f2f3ab12aa95c162_edc75f9d11e199cc4975c569634e489cb2f65cc5_left_right.log'}",True,True,30,265,True,e0aee40c0966287a4c357b5e4bea7fcc94a16513811488bd8ca746fc23626b87,Tests_passed,97b40522ce17f8eae40a0d8d10b2a3b183e965a4817c375ef151b5c8a8d090a5,Tests_passed,True,True,Merge_failed,487d43b2ab85904f01e57f7b1d16f2fc7a8ae73378007aea5456dc5743551290,Merge_failed,487d43b2ab85904f01e57f7b1d16f2fc7a8ae73378007aea5456dc5743551290,Merge_failed,487d43b2ab85904f01e57f7b1d16f2fc7a8ae73378007aea5456dc5743551290,Merge_failed,487d43b2ab85904f01e57f7b1d16f2fc7a8ae73378007aea5456dc5743551290,Merge_failed,487d43b2ab85904f01e57f7b1d16f2fc7a8ae73378007aea5456dc5743551290,Merge_failed,487d43b2ab85904f01e57f7b1d16f2fc7a8ae73378007aea5456dc5743551290,Merge_failed,487d43b2ab85904f01e57f7b1d16f2fc7a8ae73378007aea5456dc5743551290,Merge_failed,b01b2fc382af1245108615bcd2900a0cb20e58a8357f503d50289421b93b404b,Merge_failed,ca0016a34581a8529912e0784316443b3606985137917b38336539e094f837d6,Tests_passed,5c85fef3967d702d659ea947a1a389ca968a5b87ce8dc0554150b5653d8f24ab,Merge_failed,2ceb4384cee76b83f538c273fe89a6f6a2649db728352c3b37cf9f06c58d05ab,Tests_passed,7e658b86f58ec66a534b0915dc55c8513e92448cef975b0cdad562022c7c201e,Tests_passed,7e658b86f58ec66a534b0915dc55c8513e92448cef975b0cdad562022c7c201e,Merge_failed,487d43b2ab85904f01e57f7b1d16f2fc7a8ae73378007aea5456dc5743551290,Tests_passed,7e658b86f58ec66a534b0915dc55c8513e92448cef975b0cdad562022c7c201e,Merge_failed,487d43b2ab85904f01e57f7b1d16f2fc7a8ae73378007aea5456dc5743551290
412,refs/remotes/origin/pull/518,3471da7f10886d1d36e577e5f3441116552bdba6,5ad73da8220f1d07511f24719dbf1937fd09624d,e523ea85fec71052d50adc4a706f23b4952f73c3,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/5ad73da8220f1d07511f24719dbf1937fd09624d_e523ea85fec71052d50adc4a706f23b4952f73c3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/5ad73da8220f1d07511f24719dbf1937fd09624d_e523ea85fec71052d50adc4a706f23b4952f73c3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/5ad73da8220f1d07511f24719dbf1937fd09624d_e523ea85fec71052d50adc4a706f23b4952f73c3_left_right.log'}",True,True,104,2617,True,c9055bb8aa2c69e4fcc0d6beb1b41f382d8bc8679b9dc134b8538fe13c789208,Tests_passed,71afedee535a7f316cf75157b4c42f2d341c485b751a6e7d1dd7439342677c45,Tests_passed,True,True,Merge_failed,147102cbfb5efa6ec69b369927a473e22670a945e8e350b19e34631b082cf70a,Merge_failed,147102cbfb5efa6ec69b369927a473e22670a945e8e350b19e34631b082cf70a,Merge_failed,147102cbfb5efa6ec69b369927a473e22670a945e8e350b19e34631b082cf70a,Merge_failed,147102cbfb5efa6ec69b369927a473e22670a945e8e350b19e34631b082cf70a,Merge_failed,147102cbfb5efa6ec69b369927a473e22670a945e8e350b19e34631b082cf70a,Merge_failed,147102cbfb5efa6ec69b369927a473e22670a945e8e350b19e34631b082cf70a,Merge_failed,147102cbfb5efa6ec69b369927a473e22670a945e8e350b19e34631b082cf70a,Merge_failed,196462b6284ea454ddc4a0f06ef0f47ef2b5dc10db7fbbf2eda4413629787f1b,Merge_failed,19fbeca815fa22f2b1d9db758be3331795620c91339d36135f96de6230e2ebc0,Merge_failed,c2f53687aabd7fb5bd5978de32e682e8543be040023d5729956f70963b91fb28,Merge_failed,896e904a326116b134edcc08dd9e703ca8cf4995b33cc11cfec69f062e2d4350,Merge_failed,147102cbfb5efa6ec69b369927a473e22670a945e8e350b19e34631b082cf70a,Merge_failed,147102cbfb5efa6ec69b369927a473e22670a945e8e350b19e34631b082cf70a,Merge_failed,147102cbfb5efa6ec69b369927a473e22670a945e8e350b19e34631b082cf70a,Merge_failed,147102cbfb5efa6ec69b369927a473e22670a945e8e350b19e34631b082cf70a,Merge_failed,147102cbfb5efa6ec69b369927a473e22670a945e8e350b19e34631b082cf70a
415,refs/remotes/origin/pull/636,75f67d3da0f458007b14998d6e8aa96ef4e40104,2169ef777e3cbaacb5f15c6ec80a974f2d7faf90,8c0fec5abff3fbbb9735539267d0623e07a223db,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/2169ef777e3cbaacb5f15c6ec80a974f2d7faf90_8c0fec5abff3fbbb9735539267d0623e07a223db_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/2169ef777e3cbaacb5f15c6ec80a974f2d7faf90_8c0fec5abff3fbbb9735539267d0623e07a223db_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/2169ef777e3cbaacb5f15c6ec80a974f2d7faf90_8c0fec5abff3fbbb9735539267d0623e07a223db_left_right.log'}",True,True,99,1721,True,cfbb201e2a131880a0c379db3c9f338d7ff4a360f8b380ec7019fa15a6ac9be3,Tests_passed,0a73a8c929a72962a415bbe6d41520fb515ed2df12a84f1a9a88e69de566f7ea,Tests_passed,True,True,Merge_failed,71aebb578157c477d84c0cf9c9807a655879dbd38273c0ca63c0c7648d23df23,Merge_failed,71aebb578157c477d84c0cf9c9807a655879dbd38273c0ca63c0c7648d23df23,Merge_failed,71aebb578157c477d84c0cf9c9807a655879dbd38273c0ca63c0c7648d23df23,Merge_failed,71aebb578157c477d84c0cf9c9807a655879dbd38273c0ca63c0c7648d23df23,Merge_failed,71aebb578157c477d84c0cf9c9807a655879dbd38273c0ca63c0c7648d23df23,Merge_failed,71aebb578157c477d84c0cf9c9807a655879dbd38273c0ca63c0c7648d23df23,Merge_failed,71aebb578157c477d84c0cf9c9807a655879dbd38273c0ca63c0c7648d23df23,Merge_failed,fc27b4e4eb929f355b054e24edd6510b89fb7675c014054f12c9fd322b133f7c,Merge_failed,1cdb7ebb207d0d786c32f4584db10b4088c39e17e5909845f7db616b7ea08325,Merge_failed,70787364ef756a0758ea143b1c146113db2e253431770efc15f872aa42072da6,Merge_failed,da2917d7c7ec289907da70d973b28dc842e31ef28f6eaac0b2870a43ab3b78f7,Merge_failed,92c615427e5b283bc9adb3d6683f593e1565abe71860651d8689b8364b1e8332,Merge_failed,92c615427e5b283bc9adb3d6683f593e1565abe71860651d8689b8364b1e8332,Merge_failed,5356ce53796d9d5250d802c26e75ca556c7cee88bb9da8d74b5b7e870d64ca8d,Merge_failed,e2d59eaf80191ae9a9a5f6c3634761afe684225c6c94beb1db45ae8270ff6a16,Merge_failed,71aebb578157c477d84c0cf9c9807a655879dbd38273c0ca63c0c7648d23df23
416,refs/remotes/origin/pull/636,c502aa0ba26acc0f5ba914f6a8c9eb3b9de6a189,28fd365e71df46127a83aa81a6e9211676696cda,bd2dae2b565395a113130d27ce077e68c7694118,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/28fd365e71df46127a83aa81a6e9211676696cda_bd2dae2b565395a113130d27ce077e68c7694118_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/28fd365e71df46127a83aa81a6e9211676696cda_bd2dae2b565395a113130d27ce077e68c7694118_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/28fd365e71df46127a83aa81a6e9211676696cda_bd2dae2b565395a113130d27ce077e68c7694118_left_right.log'}",True,True,110,4550,True,a1676d831730287cdd02b8d0dea33bdedc2dd78fb1b2dd29a31aa1a30a562d4f,Tests_passed,ff338504e2c53e2235162ee4e2ea8257fd0bbc2f10d5cc658a6c3e59c6a0b3d4,Tests_passed,True,True,Merge_failed,93d12b31b3aed2d81d365e9cdb11478d4a28e14eb172b63395611896c2dd5dec,Merge_failed,93d12b31b3aed2d81d365e9cdb11478d4a28e14eb172b63395611896c2dd5dec,Merge_failed,93d12b31b3aed2d81d365e9cdb11478d4a28e14eb172b63395611896c2dd5dec,Merge_failed,93d12b31b3aed2d81d365e9cdb11478d4a28e14eb172b63395611896c2dd5dec,Merge_failed,93d12b31b3aed2d81d365e9cdb11478d4a28e14eb172b63395611896c2dd5dec,Merge_failed,93d12b31b3aed2d81d365e9cdb11478d4a28e14eb172b63395611896c2dd5dec,Merge_failed,93d12b31b3aed2d81d365e9cdb11478d4a28e14eb172b63395611896c2dd5dec,Merge_failed,55cf4c5457350c6fd9c62fe2199fb49a7f5d004b8bc9eb977a0517a8d8ff1f6d,Merge_failed,2b6153bd8f167fe1dabdb353dfdef5aecb325cb981de9b16f679e06c2cf60710,Merge_failed,ec592289aa64425facdf75135cf0ecf03ff3acab937ca9903b768760218b9701,Merge_failed,5990c8336e29735d7e959ec49a2bfbe1654309df5132761f94c31df1792c0761,Merge_failed,67ca3685275a82ac562d5dd3a1bedc88ed541a52a87fba72f30160ec01c908a7,Merge_failed,67ca3685275a82ac562d5dd3a1bedc88ed541a52a87fba72f30160ec01c908a7,Merge_failed,377ebca1bd66731a6e51d9da99838d4120cef8a0e6c400315dae4c4601ecdc46,Merge_failed,2a362e2c8e5d050bd1548bd69a7fb5bbe00edfe667320c3dd1a8c8d51bec686a,Merge_failed,0a555f411ad05e0eae0098885eb1d7975fcf58066c5051e5fb145962cad11459
417,refs/remotes/origin/pull/636,d1ecdc4a98381ce7e0be07dfc83eaa13e8e7f618,41c0eef4ff2487dcf3146488287746c4a4c8f04c,28fd365e71df46127a83aa81a6e9211676696cda,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/41c0eef4ff2487dcf3146488287746c4a4c8f04c_28fd365e71df46127a83aa81a6e9211676696cda_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/41c0eef4ff2487dcf3146488287746c4a4c8f04c_28fd365e71df46127a83aa81a6e9211676696cda_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/41c0eef4ff2487dcf3146488287746c4a4c8f04c_28fd365e71df46127a83aa81a6e9211676696cda_left_right.log'}",True,True,60,3057,True,4b93c5e4163e02882419d8059a53f83f5f0edcc611972b9a241edd57f064b62e,Tests_passed,a1676d831730287cdd02b8d0dea33bdedc2dd78fb1b2dd29a31aa1a30a562d4f,Tests_passed,True,True,Merge_failed,58400c2ac32faa7bf9dc4d4ff9fe639fa323d347ce0b318b0f49b3aa32fca410,Merge_failed,58400c2ac32faa7bf9dc4d4ff9fe639fa323d347ce0b318b0f49b3aa32fca410,Merge_failed,58400c2ac32faa7bf9dc4d4ff9fe639fa323d347ce0b318b0f49b3aa32fca410,Merge_failed,58400c2ac32faa7bf9dc4d4ff9fe639fa323d347ce0b318b0f49b3aa32fca410,Merge_failed,58400c2ac32faa7bf9dc4d4ff9fe639fa323d347ce0b318b0f49b3aa32fca410,Merge_failed,58400c2ac32faa7bf9dc4d4ff9fe639fa323d347ce0b318b0f49b3aa32fca410,Merge_failed,58400c2ac32faa7bf9dc4d4ff9fe639fa323d347ce0b318b0f49b3aa32fca410,Merge_failed,ae7be78262f76cd95c02f07fb7465ca4c856f2966a2717bdfca8376681ee3a5b,Merge_failed,a380b8e27d40d4760df9e412c655ca9b14b4f134dfc68289cdfa44a2fa0a7dab,Merge_failed,5d47d5b28bd179f624ce122c06b7766f2dc420d7c0a3cedc356eae5e55106f87,Merge_failed,d603c5c0fbb3e7797f4abe6cf204a11ee406484dcd39a36b5fca4f28b9ceaf2e,Merge_failed,0248365579d14045bc106ccc61752f0e292029b0e7adfedb31bea1e1b52aa83f,Merge_failed,0248365579d14045bc106ccc61752f0e292029b0e7adfedb31bea1e1b52aa83f,Merge_failed,450a8751c0c38f154ca60048c8ee428874e308dd7b16fac2a8ece129d8770312,Merge_failed,58400c2ac32faa7bf9dc4d4ff9fe639fa323d347ce0b318b0f49b3aa32fca410,Merge_failed,0248365579d14045bc106ccc61752f0e292029b0e7adfedb31bea1e1b52aa83f
418,refs/remotes/origin/pull/665,b38aa95cb0618c2751a4646534849977c4df1cf2,66ac096ad3e9a4cafd271b44e8e05a230cd46114,11c8c240c37ea73067fe0f7d1cc3ccbb938c01dd,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/66ac096ad3e9a4cafd271b44e8e05a230cd46114_11c8c240c37ea73067fe0f7d1cc3ccbb938c01dd_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/66ac096ad3e9a4cafd271b44e8e05a230cd46114_11c8c240c37ea73067fe0f7d1cc3ccbb938c01dd_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/66ac096ad3e9a4cafd271b44e8e05a230cd46114_11c8c240c37ea73067fe0f7d1cc3ccbb938c01dd_left_right.log'}",True,True,47,1202,True,ef3afcafbf6640186c03397b54b5c18fb6608e0c279c38339e425b0fa5de565a,Tests_passed,35347b1b3714a54f668b619e402cc4acb1408844c54589261ee52236259e0bf5,Tests_passed,True,True,Merge_failed,49c4bccdc84bb581e5284ecf8aed6b578d7d9e2444c445d4502cbea4886cd484,Tests_passed,6c1dcf8c78a813d43fe65a74c6f3135ca79eb0f4431c66a2e2fc2f96ec717b56,Merge_failed,49c4bccdc84bb581e5284ecf8aed6b578d7d9e2444c445d4502cbea4886cd484,Tests_passed,6c1dcf8c78a813d43fe65a74c6f3135ca79eb0f4431c66a2e2fc2f96ec717b56,Merge_failed,49c4bccdc84bb581e5284ecf8aed6b578d7d9e2444c445d4502cbea4886cd484,Merge_failed,49c4bccdc84bb581e5284ecf8aed6b578d7d9e2444c445d4502cbea4886cd484,Merge_failed,49c4bccdc84bb581e5284ecf8aed6b578d7d9e2444c445d4502cbea4886cd484,Merge_failed,c873cf9e743a2d6a7c0bd9851d8daec5e8da1570f1287c160d7777f5eb9bccdb,Tests_passed,a78a52033f7504a4e298f613b224bb8dcd4645ad362cdc5f0bbf6d9fea989ab9,Merge_failed,4538d12742f286aa3e5578e5802e7f7228956549de4205c8314c1a8a66fa131f,Merge_failed,c1f13f803358533d885efe86727eaec74e73fb174672d6be25305e3a27c3b77f,Merge_failed,fc1741139c0e53332813e9cb4402ff3f1fd91e0e4af855c05067f3c97ed01045,Tests_passed,6e30ff71d725ae8059b8832dd13a1174c2e03a6e2085922b1a0887032dd951c0,Merge_failed,49c4bccdc84bb581e5284ecf8aed6b578d7d9e2444c445d4502cbea4886cd484,Merge_failed,fc1741139c0e53332813e9cb4402ff3f1fd91e0e4af855c05067f3c97ed01045,Merge_failed,49c4bccdc84bb581e5284ecf8aed6b578d7d9e2444c445d4502cbea4886cd484
