idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,diff contains java file,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
1,refs/heads/master,0fb193ea56dd7bfe1d63c74c4126918b6ace2936,46a3b17d14db0c132d4a94ff87b87a99b8c7c7e7,fcc04c47d953f74a47e116b3bd3c8443a266defb,,66f56f03a1467efc1cb25ac5460371e372e0da215ae4bcfc965ef10974e3f79c,Tests_passed,0.0,dadfa36a3892207b6387b28021545df5a2dc1d3bf9df2873d54767e9677cc28d,Tests_passed,0.0,True,True,True,True,Merge_failed,66f56f03a1467efc1cb25ac5460371e372e0da215ae4bcfc965ef10974e3f79c,Tests_passed,66f56f03a1467efc1cb25ac5460371e372e0da215ae4bcfc965ef10974e3f79c,Merge_failed,66f56f03a1467efc1cb25ac5460371e372e0da215ae4bcfc965ef10974e3f79c,Tests_passed,66f56f03a1467efc1cb25ac5460371e372e0da215ae4bcfc965ef10974e3f79c,Tests_passed,66f56f03a1467efc1cb25ac5460371e372e0da215ae4bcfc965ef10974e3f79c,Merge_failed,66f56f03a1467efc1cb25ac5460371e372e0da215ae4bcfc965ef10974e3f79c,Merge_failed,66f56f03a1467efc1cb25ac5460371e372e0da215ae4bcfc965ef10974e3f79c,Merge_failed,66f56f03a1467efc1cb25ac5460371e372e0da215ae4bcfc965ef10974e3f79c,Merge_failed,66f56f03a1467efc1cb25ac5460371e372e0da215ae4bcfc965ef10974e3f79c,Merge_failed,66f56f03a1467efc1cb25ac5460371e372e0da215ae4bcfc965ef10974e3f79c,Merge_failed,66f56f03a1467efc1cb25ac5460371e372e0da215ae4bcfc965ef10974e3f79c,Merge_failed,66f56f03a1467efc1cb25ac5460371e372e0da215ae4bcfc965ef10974e3f79c,Merge_failed,a8b1f141eaf27207a30a1ed2b60b7cbe3d213462173a57f990e66e08d6a5ee55,Merge_failed,a8b1f141eaf27207a30a1ed2b60b7cbe3d213462173a57f990e66e08d6a5ee55
2,refs/heads/master,8630032e40483779bc241230d35a0001cc2f70a6,daab6a5ed13ad2d95f883ebcf7b702206e7ed07a,c062e11cfab6ecd080d6e38adbb621f568f54df5,,1f607821816eb83e0ec5d3930da1b9834df394c21fc5ed777019ab684f795724,Tests_passed,0.2469006881409484,fb8c28b7f0f4b6c3e09e1b5a15ecd2ab710f9985b45e0d422d93cb0a45600899,Tests_passed,0.0,True,True,True,True,Tests_passed,95ea2a3f4fb135581000754e848d154cdaade0b78ea5793b7cfab513e53c51bb,Tests_passed,95ea2a3f4fb135581000754e848d154cdaade0b78ea5793b7cfab513e53c51bb,Tests_passed,95ea2a3f4fb135581000754e848d154cdaade0b78ea5793b7cfab513e53c51bb,Tests_passed,95ea2a3f4fb135581000754e848d154cdaade0b78ea5793b7cfab513e53c51bb,Tests_passed,95ea2a3f4fb135581000754e848d154cdaade0b78ea5793b7cfab513e53c51bb,Tests_passed,95ea2a3f4fb135581000754e848d154cdaade0b78ea5793b7cfab513e53c51bb,Tests_passed,95ea2a3f4fb135581000754e848d154cdaade0b78ea5793b7cfab513e53c51bb,Tests_passed,95ea2a3f4fb135581000754e848d154cdaade0b78ea5793b7cfab513e53c51bb,Tests_passed,95ea2a3f4fb135581000754e848d154cdaade0b78ea5793b7cfab513e53c51bb,Tests_passed,95ea2a3f4fb135581000754e848d154cdaade0b78ea5793b7cfab513e53c51bb,Tests_passed,95ea2a3f4fb135581000754e848d154cdaade0b78ea5793b7cfab513e53c51bb,Tests_passed,95ea2a3f4fb135581000754e848d154cdaade0b78ea5793b7cfab513e53c51bb,Tests_passed,95ea2a3f4fb135581000754e848d154cdaade0b78ea5793b7cfab513e53c51bb,Tests_passed,95ea2a3f4fb135581000754e848d154cdaade0b78ea5793b7cfab513e53c51bb
4,refs/heads/master,a84091b7d4cb003fef941ef946466ae94fcf3133,edeaceb96c32ac48c383179191b447fdedc2a8c7,a8fcc4f47c59395a31f8a8aef59f029afc6b393b,,2bc17f0e86dfcd818fbb5ffea141a6c6598fb6f5f46c6edb5afd427bcd9cf8fb,Tests_passed,0.0,88ce47a40c389d9645a02c60e438ce063dd8464dd40ac1bb1124e18a9b6f3a98,Tests_passed,0.2467949575783529,True,True,True,True,Merge_failed,2bc17f0e86dfcd818fbb5ffea141a6c6598fb6f5f46c6edb5afd427bcd9cf8fb,Tests_passed,2bc17f0e86dfcd818fbb5ffea141a6c6598fb6f5f46c6edb5afd427bcd9cf8fb,Merge_failed,2bc17f0e86dfcd818fbb5ffea141a6c6598fb6f5f46c6edb5afd427bcd9cf8fb,Tests_passed,2bc17f0e86dfcd818fbb5ffea141a6c6598fb6f5f46c6edb5afd427bcd9cf8fb,Tests_passed,2bc17f0e86dfcd818fbb5ffea141a6c6598fb6f5f46c6edb5afd427bcd9cf8fb,Merge_failed,2bc17f0e86dfcd818fbb5ffea141a6c6598fb6f5f46c6edb5afd427bcd9cf8fb,Merge_failed,2bc17f0e86dfcd818fbb5ffea141a6c6598fb6f5f46c6edb5afd427bcd9cf8fb,Merge_failed,2bc17f0e86dfcd818fbb5ffea141a6c6598fb6f5f46c6edb5afd427bcd9cf8fb,Merge_failed,2bc17f0e86dfcd818fbb5ffea141a6c6598fb6f5f46c6edb5afd427bcd9cf8fb,Merge_failed,2bc17f0e86dfcd818fbb5ffea141a6c6598fb6f5f46c6edb5afd427bcd9cf8fb,Merge_failed,2bc17f0e86dfcd818fbb5ffea141a6c6598fb6f5f46c6edb5afd427bcd9cf8fb,Merge_failed,2bc17f0e86dfcd818fbb5ffea141a6c6598fb6f5f46c6edb5afd427bcd9cf8fb,Merge_failed,ab4725923d0d057647831ac9929cfc0905e4b28f345a2ca349253c24de76be96,Merge_failed,ab4725923d0d057647831ac9929cfc0905e4b28f345a2ca349253c24de76be96
7,refs/heads/master,616cb5d9203a75dce8db4f177ac94abcb7693496,6717074ba17ca60066789b6630446932c4dc564b,37a472fd0ece204a42f4ba580d30bdbdb0dac1b4,,05152626204d628aeac3802a1cbd504d2083485616c00819dd9691df9fdbf009,Tests_passed,0.2535481716480213,b0c2bfedeff975a1951335ea066b186908546c80bf113b770132feebaac77c80,Tests_passed,0.2532240133407448,True,True,True,True,Tests_passed,408f94a5066487a203fb70c48f12b39c976ccae2b53dc7a6891ab2c3da69d266,Tests_passed,408f94a5066487a203fb70c48f12b39c976ccae2b53dc7a6891ab2c3da69d266,Tests_passed,408f94a5066487a203fb70c48f12b39c976ccae2b53dc7a6891ab2c3da69d266,Tests_passed,408f94a5066487a203fb70c48f12b39c976ccae2b53dc7a6891ab2c3da69d266,Tests_passed,408f94a5066487a203fb70c48f12b39c976ccae2b53dc7a6891ab2c3da69d266,Tests_passed,408f94a5066487a203fb70c48f12b39c976ccae2b53dc7a6891ab2c3da69d266,Tests_passed,408f94a5066487a203fb70c48f12b39c976ccae2b53dc7a6891ab2c3da69d266,Tests_passed,408f94a5066487a203fb70c48f12b39c976ccae2b53dc7a6891ab2c3da69d266,Tests_passed,408f94a5066487a203fb70c48f12b39c976ccae2b53dc7a6891ab2c3da69d266,Tests_passed,408f94a5066487a203fb70c48f12b39c976ccae2b53dc7a6891ab2c3da69d266,Tests_passed,408f94a5066487a203fb70c48f12b39c976ccae2b53dc7a6891ab2c3da69d266,Tests_passed,408f94a5066487a203fb70c48f12b39c976ccae2b53dc7a6891ab2c3da69d266,Tests_passed,408f94a5066487a203fb70c48f12b39c976ccae2b53dc7a6891ab2c3da69d266,Tests_passed,408f94a5066487a203fb70c48f12b39c976ccae2b53dc7a6891ab2c3da69d266
15,refs/heads/master,8a510e5016fc763b6b2de6e0e364507c6cf449dd,d01caadc08765eb9282102bb24681a3ef9b6e2f7,f68e6af7a4169407ff0a9de04a9f109ede9d89db,,41cfd78225b23d042f25d2034716fd9f0e3b0c109a8a14cc748a246062875611,Tests_passed,0.2854453202284839,e364dd3556319c9d906fa21c5dc6120ab50a7cb1c9a44bf54943321414856ec2,Tests_passed,0.2856823480565935,True,True,True,True,Tests_passed,5ae63515bc5ce431a7cdd7d83a9780518c547d98d9614732bce15ad0386f59de,Tests_passed,5ae63515bc5ce431a7cdd7d83a9780518c547d98d9614732bce15ad0386f59de,Tests_passed,5ae63515bc5ce431a7cdd7d83a9780518c547d98d9614732bce15ad0386f59de,Tests_passed,5ae63515bc5ce431a7cdd7d83a9780518c547d98d9614732bce15ad0386f59de,Tests_passed,5ae63515bc5ce431a7cdd7d83a9780518c547d98d9614732bce15ad0386f59de,Tests_passed,5ae63515bc5ce431a7cdd7d83a9780518c547d98d9614732bce15ad0386f59de,Tests_passed,5ae63515bc5ce431a7cdd7d83a9780518c547d98d9614732bce15ad0386f59de,Tests_passed,5ae63515bc5ce431a7cdd7d83a9780518c547d98d9614732bce15ad0386f59de,Tests_passed,5ae63515bc5ce431a7cdd7d83a9780518c547d98d9614732bce15ad0386f59de,Tests_passed,5ae63515bc5ce431a7cdd7d83a9780518c547d98d9614732bce15ad0386f59de,Tests_passed,5ae63515bc5ce431a7cdd7d83a9780518c547d98d9614732bce15ad0386f59de,Tests_passed,5ae63515bc5ce431a7cdd7d83a9780518c547d98d9614732bce15ad0386f59de,Tests_passed,5ae63515bc5ce431a7cdd7d83a9780518c547d98d9614732bce15ad0386f59de,Tests_passed,5ae63515bc5ce431a7cdd7d83a9780518c547d98d9614732bce15ad0386f59de
16,refs/heads/master,f68e6af7a4169407ff0a9de04a9f109ede9d89db,cd1feb6fa0674050c67d6190a84e734e14d13c2c,ee02404fe9c557e7fb915ec86fdb39f9bb048634,,4d751aedca8ff0a8a1dfffb9b9e7846c9ed3789603356b5ac44a3afacd903d2d,Tests_passed,0.2857553589112864,aa4d69d2623890c959f307abb36e831bb1e3761d6dc188d8e6b92581ecc1e327,Tests_passed,0.2856823480565935,True,True,True,True,Tests_passed,e364dd3556319c9d906fa21c5dc6120ab50a7cb1c9a44bf54943321414856ec2,Tests_passed,e364dd3556319c9d906fa21c5dc6120ab50a7cb1c9a44bf54943321414856ec2,Tests_passed,e364dd3556319c9d906fa21c5dc6120ab50a7cb1c9a44bf54943321414856ec2,Tests_passed,e364dd3556319c9d906fa21c5dc6120ab50a7cb1c9a44bf54943321414856ec2,Tests_passed,e364dd3556319c9d906fa21c5dc6120ab50a7cb1c9a44bf54943321414856ec2,Tests_passed,e364dd3556319c9d906fa21c5dc6120ab50a7cb1c9a44bf54943321414856ec2,Tests_passed,e364dd3556319c9d906fa21c5dc6120ab50a7cb1c9a44bf54943321414856ec2,Tests_passed,e364dd3556319c9d906fa21c5dc6120ab50a7cb1c9a44bf54943321414856ec2,Tests_passed,e364dd3556319c9d906fa21c5dc6120ab50a7cb1c9a44bf54943321414856ec2,Tests_passed,e364dd3556319c9d906fa21c5dc6120ab50a7cb1c9a44bf54943321414856ec2,Tests_passed,e364dd3556319c9d906fa21c5dc6120ab50a7cb1c9a44bf54943321414856ec2,Tests_passed,e364dd3556319c9d906fa21c5dc6120ab50a7cb1c9a44bf54943321414856ec2,Tests_passed,e364dd3556319c9d906fa21c5dc6120ab50a7cb1c9a44bf54943321414856ec2,Tests_passed,e364dd3556319c9d906fa21c5dc6120ab50a7cb1c9a44bf54943321414856ec2
17,refs/heads/master,ee02404fe9c557e7fb915ec86fdb39f9bb048634,5943bff20a7af593fa79090dd5e55d1a8f1c2ff4,74d08788514d79378a4b1367034c4219953ca3bd,,d464855cdb338716b81c5e3a02c8cea84e10c65da481a3c45444b2cf35fa298e,Tests_passed,0.2857553589112864,4c92a1e4922e38db0a00dbae3131db0cf68d4dd62ca98ba342566613599cff55,Tests_passed,0.2856732243229433,True,True,True,True,Tests_passed,aa4d69d2623890c959f307abb36e831bb1e3761d6dc188d8e6b92581ecc1e327,Tests_passed,aa4d69d2623890c959f307abb36e831bb1e3761d6dc188d8e6b92581ecc1e327,Tests_passed,aa4d69d2623890c959f307abb36e831bb1e3761d6dc188d8e6b92581ecc1e327,Tests_passed,aa4d69d2623890c959f307abb36e831bb1e3761d6dc188d8e6b92581ecc1e327,Tests_passed,aa4d69d2623890c959f307abb36e831bb1e3761d6dc188d8e6b92581ecc1e327,Tests_passed,aa4d69d2623890c959f307abb36e831bb1e3761d6dc188d8e6b92581ecc1e327,Tests_passed,aa4d69d2623890c959f307abb36e831bb1e3761d6dc188d8e6b92581ecc1e327,Tests_passed,aa4d69d2623890c959f307abb36e831bb1e3761d6dc188d8e6b92581ecc1e327,Tests_passed,aa4d69d2623890c959f307abb36e831bb1e3761d6dc188d8e6b92581ecc1e327,Tests_passed,aa4d69d2623890c959f307abb36e831bb1e3761d6dc188d8e6b92581ecc1e327,Tests_passed,aa4d69d2623890c959f307abb36e831bb1e3761d6dc188d8e6b92581ecc1e327,Tests_passed,aa4d69d2623890c959f307abb36e831bb1e3761d6dc188d8e6b92581ecc1e327,Tests_passed,aa4d69d2623890c959f307abb36e831bb1e3761d6dc188d8e6b92581ecc1e327,Tests_passed,aa4d69d2623890c959f307abb36e831bb1e3761d6dc188d8e6b92581ecc1e327
18,refs/heads/master,5943bff20a7af593fa79090dd5e55d1a8f1c2ff4,54dd12c08d7828e939c989bec99ec4a67c04572a,3e037584716ab330c87ad92505eb798936d10743,,d9e1dc38180ddb1631f1518da2212f92cb795c664eae8a1277725f3decd8f3ff,Tests_passed,0.2857553589112864,b66c67086eca5b676d640352d71192f75506f2e49bbdf16ddfd19b494a57f414,Tests_passed,0.2857462305136724,True,True,True,True,Tests_passed,d464855cdb338716b81c5e3a02c8cea84e10c65da481a3c45444b2cf35fa298e,Tests_passed,d464855cdb338716b81c5e3a02c8cea84e10c65da481a3c45444b2cf35fa298e,Tests_passed,d464855cdb338716b81c5e3a02c8cea84e10c65da481a3c45444b2cf35fa298e,Tests_passed,d464855cdb338716b81c5e3a02c8cea84e10c65da481a3c45444b2cf35fa298e,Tests_passed,d464855cdb338716b81c5e3a02c8cea84e10c65da481a3c45444b2cf35fa298e,Tests_passed,d464855cdb338716b81c5e3a02c8cea84e10c65da481a3c45444b2cf35fa298e,Tests_passed,d464855cdb338716b81c5e3a02c8cea84e10c65da481a3c45444b2cf35fa298e,Tests_passed,d464855cdb338716b81c5e3a02c8cea84e10c65da481a3c45444b2cf35fa298e,Tests_passed,d464855cdb338716b81c5e3a02c8cea84e10c65da481a3c45444b2cf35fa298e,Tests_passed,d464855cdb338716b81c5e3a02c8cea84e10c65da481a3c45444b2cf35fa298e,Tests_passed,d464855cdb338716b81c5e3a02c8cea84e10c65da481a3c45444b2cf35fa298e,Tests_passed,d464855cdb338716b81c5e3a02c8cea84e10c65da481a3c45444b2cf35fa298e,Tests_passed,d464855cdb338716b81c5e3a02c8cea84e10c65da481a3c45444b2cf35fa298e,Tests_passed,d464855cdb338716b81c5e3a02c8cea84e10c65da481a3c45444b2cf35fa298e
19,refs/heads/master,3e037584716ab330c87ad92505eb798936d10743,d952b92b54951e4c5041f4d2b9ea090d02115674,df5657495215629724f0cf548bac8a60b6339ddc,,480fc61eac4f4a9f8d3016c80d646f71f8dc7a8550c57c53056102bcdcf946d2,Tests_passed,0.2857462305136724,b66c67086eca5b676d640352d71192f75506f2e49bbdf16ddfd19b494a57f414,Tests_passed,0.2857462305136724,True,True,True,True,Tests_passed,b66c67086eca5b676d640352d71192f75506f2e49bbdf16ddfd19b494a57f414,Tests_passed,b66c67086eca5b676d640352d71192f75506f2e49bbdf16ddfd19b494a57f414,Tests_passed,b66c67086eca5b676d640352d71192f75506f2e49bbdf16ddfd19b494a57f414,Tests_passed,b66c67086eca5b676d640352d71192f75506f2e49bbdf16ddfd19b494a57f414,Tests_passed,b66c67086eca5b676d640352d71192f75506f2e49bbdf16ddfd19b494a57f414,Tests_passed,b66c67086eca5b676d640352d71192f75506f2e49bbdf16ddfd19b494a57f414,Tests_passed,b66c67086eca5b676d640352d71192f75506f2e49bbdf16ddfd19b494a57f414,Tests_passed,b66c67086eca5b676d640352d71192f75506f2e49bbdf16ddfd19b494a57f414,Tests_passed,b66c67086eca5b676d640352d71192f75506f2e49bbdf16ddfd19b494a57f414,Tests_passed,b66c67086eca5b676d640352d71192f75506f2e49bbdf16ddfd19b494a57f414,Tests_passed,b66c67086eca5b676d640352d71192f75506f2e49bbdf16ddfd19b494a57f414,Tests_passed,b66c67086eca5b676d640352d71192f75506f2e49bbdf16ddfd19b494a57f414,Tests_passed,b66c67086eca5b676d640352d71192f75506f2e49bbdf16ddfd19b494a57f414,Tests_passed,b66c67086eca5b676d640352d71192f75506f2e49bbdf16ddfd19b494a57f414
23,refs/heads/master,b5fd95fe9e6c25337718da0680da5717da72fe3c,ee49727314aa0f74879f816e7ab42203708aa02d,dd8d4f58042ed93be1d20ad538925472b64d5eac,,279d8dd3e3db25cdfbf1333f93e8bcae1c6b9bba41adbce8c7c723bde0d3dcae,Tests_passed,0.2905033916458407,ef2af7663cb855d600c8b7a65b52062fc4854a34260a00b74014973d3c7fd55a,Tests_passed,0.2904722807268054,True,True,True,True,Tests_passed,62843515c89dcd8da0b402bc5f268fdc80b87b5b330004331d63f11ad09d6973,Tests_passed,62843515c89dcd8da0b402bc5f268fdc80b87b5b330004331d63f11ad09d6973,Tests_passed,62843515c89dcd8da0b402bc5f268fdc80b87b5b330004331d63f11ad09d6973,Tests_passed,62843515c89dcd8da0b402bc5f268fdc80b87b5b330004331d63f11ad09d6973,Tests_passed,62843515c89dcd8da0b402bc5f268fdc80b87b5b330004331d63f11ad09d6973,Tests_passed,62843515c89dcd8da0b402bc5f268fdc80b87b5b330004331d63f11ad09d6973,Tests_passed,62843515c89dcd8da0b402bc5f268fdc80b87b5b330004331d63f11ad09d6973,Tests_passed,62843515c89dcd8da0b402bc5f268fdc80b87b5b330004331d63f11ad09d6973,Tests_passed,62843515c89dcd8da0b402bc5f268fdc80b87b5b330004331d63f11ad09d6973,Tests_passed,62843515c89dcd8da0b402bc5f268fdc80b87b5b330004331d63f11ad09d6973,Tests_passed,62843515c89dcd8da0b402bc5f268fdc80b87b5b330004331d63f11ad09d6973,Tests_passed,62843515c89dcd8da0b402bc5f268fdc80b87b5b330004331d63f11ad09d6973,Tests_passed,62843515c89dcd8da0b402bc5f268fdc80b87b5b330004331d63f11ad09d6973,Tests_passed,62843515c89dcd8da0b402bc5f268fdc80b87b5b330004331d63f11ad09d6973
