idx,repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
14918,CloudSlang/cloud-slang,Java,0.966887,6,1,0.163107,183.0,28.0,1,12359,0.564214,98,1,1,1,1
15155,objectify/objectify-insight,Java,0.934783,0,1,0.125866,0.0,0.0,0,2614,0.405368,15,0,0,1,1
15579,masterspambot/katharsis-core,Java,0.949153,2,1,0.160499,0.0,0.0,1,1890,0.357434,88,1,0,1,1
15830,TestingForum/seleniumtestsframework,Java,0.990991,1,0,0.247002,13.0,0.0,1,19604,0.288287,25,1,0,1,1
16189,junichi11/netbeans-color-codes-preview,Java,0.888889,1,0,0.34257,0.0,0.0,1,1923,0.317451,12,0,0,1,1
16594,mangstadt/ez-vcard,Java,1.0,1,0,0.433617,10.5,0.0,1,34146,0.448443,54,1,0,1,1
17319,kboyarshinov/AutoInflate,Java,0.333333,1,0,0.066116,0.0,0.0,1,655,0.588571,39,0,0,1,0
17620,bodar/yatspec,Java,0.971963,1,0,0.038798,0.0,0.0,0,5091,0.41829,12,0,0,1,0
18533,objectify/objectify,Java,0.976879,0,1,0.292296,0.0,0.0,1,17665,0.457167,316,0,0,1,1
18824,intuit/tank,Java,0.923458,1,0,0.280756,0.0,0.0,1,310164,0.305264,21,0,0,1,0
20185,ngageoint/elasticgeo,Java,0.935484,2,1,0.126321,0.0,0.0,1,5561,0.406797,30,1,0,1,1
20831,tim-group/karg,Java,1.0,1,0,0.005914,0.0,0.0,1,4034,0.397975,11,0,0,1,1
21361,GlenKPeterson/J-cicle,Java,1.0,1,0,0.29068,0.0,0.0,1,5027,0.361698,59,0,0,1,1
25965,TurhanOz/ReactiveDirectoryChooser,Java,0.953488,1,1,0.022392,0.0,0.0,1,2003,0.424242,30,0,0,1,1
26544,jacek-marchwicki/rx-java-extensions,Java,0.931034,1,0,0.210626,0.0,0.0,1,4937,0.269269,17,0,0,1,1
28837,fizzed/rocker,Java,0.986486,1,0,0.247444,0.0,0.0,1,6741,0.256883,27,0,0,1,0
29540,svendiedrichsen/jollyday,Java,1.0,1,0,0.183139,2.526316,0.0,1,10455,0.483694,23,1,0,1,1
32627,doridori/Dynamo,Java,0.733333,1,0,0.0,0.0,0.0,1,793,0.405797,192,0,0,1,0
33606,elastic/elasticsearch-lang-python,Java,0.875,2,0,0.209197,0.0,0.0,1,1089,0.662162,90,1,0,1,1
34762,DimitrisAndreou/memory-measurer,Java,0.8,1,0,0.112216,0.0,0.0,1,7856,0.608738,19,0,0,1,1
36062,aima-java/aima-java,Java,0.982895,2,1,0.275102,16.375,0.0,1,51294,0.255898,164,1,0,1,1
38275,e-Contract/eid-applet,Java,0.901478,1,0,0.209076,0.0,0.0,1,48159,0.3446,11,0,0,1,1
38580,elastic/elasticsearch-cloud-azure,Java,1.0,1,0,0.311888,24.0,4.0,1,3096,0.307862,68,1,1,1,1
39778,npryce/make-it-easy,Java,0.969697,2,1,0.131402,0.0,0.0,1,1510,0.38,69,1,0,1,1
41062,elastic/elasticsearch-analysis-kuromoji,Java,0.933333,2,0,0.256367,4.0,0.6,1,1374,0.384359,120,1,1,1,1
41070,Ekryd/sortpom,Java,1.0,0,1,0.056057,0.0,0.0,0,18304,0.519176,28,0,0,1,1
43574,JorgeCastilloPrz/Corleone,Java,0.93617,1,1,0.323644,53.0,1.0,1,4379,0.254159,46,1,1,1,1
44881,elastic/elasticsearch-analysis-smartcn,Java,0.909091,2,0,0.346505,2.526316,0.026316,1,533,0.323009,190,1,0,1,1
45535,JavadocMD/simplelatlng,Java,0.947368,1,0,0.308875,0.0,0.0,1,2192,0.533884,20,0,0,1,1
45548,Clarifai/clarifai-api-java,Java,1.0,1,0,0.118135,0.0,0.0,1,1477,0.370258,13,0,0,1,1
45884,wnbittle/dyn4j,Java,0.958237,1,0,0.233708,2.278689,0.016393,1,149152,0.366405,39,1,0,1,1
46981,pushtorefresh/storio,Java,0.966942,2,0,0.208368,0.0,0.0,1,8180,0.341285,1579,1,0,1,1
47564,elastic/elasticsearch-river-twitter,Java,1.0,1,0,0.174214,6.52381,0.238095,1,1941,0.273096,188,1,1,1,1
48288,raydac/java-binary-block-parser,Java,0.967213,1,0,0.270254,20.0,0.25,1,16863,0.582367,21,1,1,1,1
50513,ben-manes/concurrentlinkedhashmap,Java,0.98,3,0,0.280983,2.244444,0.044444,1,11491,0.330913,78,1,1,1,1
53421,ctjoreilly/aima-java,Java,0.982872,1,0,0.183561,0.0,0.0,1,221038,0.255898,164,0,0,1,0
55246,elastic/elasticsearch-lang-javascript,Java,0.928571,2,0,0.302525,1.974359,0.179487,1,1674,0.3976,86,1,0,1,1
55438,elastic/elasticsearch-river-couchdb,Java,0.888889,2,0,0.161491,3.0,0.205128,1,1883,0.555746,159,1,1,1,1
55583,elastic/elasticsearch-cloud-aws,Java,1.0,6,0,0.217981,8.0,1.333333,1,3161,0.5036,537,1,1,1,1
55655,tecnico-softeng-distsys-2015/phonebook,Java,0.909091,1,0,0.015779,0.0,0.0,0,501,0.369973,11,0,0,1,0
59077,pusher/pusher-http-java,Java,0.928571,2,1,0.193347,8.555556,0.444444,1,1317,0.379498,15,1,1,1,1
59595,wongcain/MVP-Simple-Demo,Java,0.904762,1,0,0.074586,0.0,0.0,0,1050,0.282454,169,0,0,1,0
59746,elastic/elasticsearch-mapper-attachments,Java,1.0,2,0,0.223846,4.37037,0.37037,1,2412,0.623877,322,1,1,1,1
60965,elastic/elasticsearch,Java,0.987617,20,1,0.224747,13.852459,10.491803,1,450592,0.329683,15698,1,1,1,1
61464,elastic/elasticsearch-river-rabbitmq,Java,0.875,2,0,0.154731,3.351351,0.405405,1,1574,0.458586,154,1,1,1,1
63877,tox4j/tox4j,Java,0.928571,2,1,0.16243,92.0,10.5,1,13497,0.295466,44,1,1,1,1
65127,hazelcast/hazelcast-simulator,Java,0.973451,3,0,0.087545,59.5,23.5,1,25093,0.420198,23,1,1,1,1
65308,unchartedsoftware/ensemble-clustering,Java,0.986014,2,0,0.29838,1.625,0.0,1,12940,0.341702,21,1,0,1,1
68769,mrwilson/java-dirty,Java,1.0,1,1,0.0,0.0,0.0,0,595,0.47139,99,0,0,0,0
70372,kaazing/gateway,Java,0.99268,6,1,0.280424,21.666668,2.904762,1,182873,0.264003,41,1,1,1,1
72077,Microsoft/AppInsights-Java,Java,0.976431,2,0,0.359498,108.0,26.0,1,17287,0.356487,14,1,1,1,1
78981,sdaschner/jaxrs-analyzer,Java,0.989011,1,0,0.355561,0.0,0.0,1,7625,0.449214,108,0,0,1,0
79276,vbauer/caesar,Java,0.833333,1,1,0.122024,51.0,0.0,1,1628,0.588339,109,1,0,1,1
81039,ddavison/conductor,Java,0.833333,1,0,0.441744,3.8,0.2,1,1017,0.95624,18,1,0,1,1
81562,grpc/grpc-java,Java,0.979866,5,1,0.337754,77.333336,46.333332,1,16862,0.31742,1154,1,1,1,1
82029,pusher/pusher-websocket-java,Java,0.830189,1,0,0.153589,4.952381,0.142857,1,4195,0.456475,94,1,1,1,1
82438,google/google-auth-library-java,Java,1.0,1,0,0.156356,10.0,12.0,1,1993,0.449568,38,1,1,1,1
82571,confluentinc/kafka-rest,Java,0.946809,1,0,0.189859,61.5,6.5,1,9411,0.521695,195,1,1,1,1
82817,aol/micro-server,Java,0.981752,1,0,0.030303,52.5,7.5,1,8774,0.359817,348,1,1,1,1
84162,reactive-streams/reactive-streams-jvm,Java,0.952381,2,1,0.159982,21.142857,5.285714,1,6549,0.732682,1026,1,1,1,1
86148,unchartedsoftware/aperture-tiles,Java,0.979651,4,0,0.291192,163.0,27.0,1,98439,0.262198,66,1,1,1,1
89169,vbauer/houdini,Java,0.958333,1,1,0.095321,43.0,0.0,1,1199,0.342029,28,1,0,1,1
92715,spotify/futures-extra,Java,1.0,4,1,0.229638,3.722222,0.5,1,1480,0.598122,19,1,1,1,1
94273,scottganyo/gcm-server,Java,1.0,0,0,0.268281,0.0,0.0,1,1511,0.52028,13,0,0,1,1
97086,hcadavid/spring4-rest-oauth2,Java,0.4,0,0,0.152125,0.0,0.0,1,379,0.772358,16,0,0,1,0
98461,sebastiangraf/treetank,Java,0.879795,1,1,0.0811,0.0,0.0,1,366869,0.348664,18,0,0,1,1
98505,sebastiangraf/perfidix,Java,0.818182,1,1,0.490404,1.615385,0.0,1,6406,0.353369,15,0,0,1,1
99089,OAuth-Apis/apis,Java,0.974138,5,0,0.177262,5.263158,0.368421,1,37103,0.257188,391,1,1,1,1
99536,eseifert/gral,Java,0.86859,2,0,0.39931,12.123077,2.415385,1,23042,0.326873,18,1,1,1,1
99721,spring-projects/spring-restdocs,Java,0.905405,1,0,0.278349,13.6,7.8,1,4631,0.466308,339,1,1,1,1
100090,guardianproject/TrustedIntents,Java,0.857143,0,0,0.094216,0.0,0.0,1,979,0.540089,40,0,0,1,1
100897,enonic/xp,Java,0.992782,5,0,0.067102,451.0,133.0,1,263754,0.254581,95,1,1,1,1
103145,fengdai/clickguard,Java,0.5,1,0,0.304452,0.0,0.0,1,624,0.431877,32,0,0,1,1
103302,biboudis/streamalg,Java,1.0,1,1,0.111638,10.0,0.0,1,2161,0.365063,13,1,0,1,1
103376,KurentoLegacy/kurento-media-framework,Java,0.943854,3,0,0.266107,33.333332,0.0,1,59393,0.271015,14,1,0,1,1
104089,GoogleCloudPlatform/gcloud-java,Java,0.982143,1,1,0.219098,63.5,10.0,1,8916,0.279661,64,1,1,1,1
106054,hawkular/hawkular-metrics,Java,0.962687,3,1,0.38818,108.199997,12.0,1,26881,0.278743,71,1,1,1,1
106830,Swrve/rate-limited-logger,Java,0.769231,2,1,0.173077,41.0,3.0,1,1498,0.29,13,1,1,1,1
107483,servicosgovbr/guia-de-servicos,Java,0.961165,2,0,0.271775,906.0,149.0,1,11323,0.320892,57,1,1,1,1
108624,mozilla/j2me.js,Java,0.998688,4,1,0.430078,377.333344,132.666672,1,186678,0.372795,183,1,1,1,1
109095,lambdista/try,Java,1.0,2,0,0.280769,5.888889,0.111111,1,963,0.466368,39,1,1,1,1
