idx,repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl,head hash
22,junichi11/netbeans-color-codes-preview,Java,0.888889,1,0,0.34257,0.0,0.0,1,1923,0.317451,12,0,0,1,1,97a0262a3c15ab5842c43b68019e1e355ad7d3a8
23,mangstadt/ez-vcard,Java,1.0,1,0,0.433617,10.5,0.0,1,34146,0.448443,54,1,0,1,1,d4c9ab9fb11f4ed6d83c32bdaa2089a73043bd9b
24,bodar/yatspec,Java,0.971963,1,0,0.038798,0.0,0.0,0,5091,0.41829,12,0,0,1,0,1249a5584cf4a95154d09d8c35e1273208b680ae
25,objectify/objectify,Java,0.976879,0,1,0.292296,0.0,0.0,1,17665,0.457167,316,0,0,1,1,ec41e6193792b77088cc00daf94c7e3f75daaf3c
26,intuit/tank,Java,0.923458,1,0,0.280756,0.0,0.0,1,310164,0.305264,21,0,0,1,0,669ca39e72e0d0ebefbdf64c477c32ab3312cf69
27,ngageoint/elasticgeo,Java,0.935484,2,1,0.126321,0.0,0.0,1,5561,0.406797,30,1,0,1,1,91c2a99ccea6988cc5d0f96a108c690b7b9c6ea2
28,tim-group/karg,Java,1.0,1,0,0.005914,0.0,0.0,1,4034,0.397975,11,0,0,1,1,78f2862dc46fabf73af6e626cd47016cb6ab3a37
29,GlenKPeterson/J-cicle,Java,1.0,1,0,0.29068,0.0,0.0,1,5027,0.361698,59,0,0,1,1,56bc36034e0a6f2b576064f6e4990cf0f8297104
30,TurhanOz/ReactiveDirectoryChooser,Java,0.953488,1,1,0.022392,0.0,0.0,1,2003,0.424242,30,0,0,1,1,dff2b8c74ace1c4ef588a595e92c50baeaf6e1f1
31,jacek-marchwicki/rx-java-extensions,Java,0.931034,1,0,0.210626,0.0,0.0,1,4937,0.269269,17,0,0,1,1,22c02517055153aecc6d99c9543e6c3ac5b2a4af
32,fizzed/rocker,Java,0.986486,1,0,0.247444,0.0,0.0,1,6741,0.256883,27,0,0,1,0,d749fbf68179b31a64d541f5e18e0e25bc5c2d1b
33,svendiedrichsen/jollyday,Java,1.0,1,0,0.183139,2.526316,0.0,1,10455,0.483694,23,1,0,1,1,a86a9d7cb6ce74b096d33260aa291ab33370d0de
34,doridori/Dynamo,Java,0.733333,1,0,0.0,0.0,0.0,1,793,0.405797,192,0,0,1,0,994be8384d732dab888f58be7d19d9744516c387
35,elastic/elasticsearch-lang-python,Java,0.875,2,0,0.209197,0.0,0.0,1,1089,0.662162,90,1,0,1,1,f27843694166acee20b57d3aae9ced05a2a33e4a
36,DimitrisAndreou/memory-measurer,Java,0.8,1,0,0.112216,0.0,0.0,1,7856,0.608738,19,0,0,1,1,19bfa2387a9a46348436e6794a786421deba783c
37,aima-java/aima-java,Java,0.982895,2,1,0.275102,16.375,0.0,1,51294,0.255898,164,1,0,1,1,7ecee83bda79b74ec2692441326d97fcea9890e1
38,e-Contract/eid-applet,Java,0.901478,1,0,0.209076,0.0,0.0,1,48159,0.3446,11,0,0,1,1,ea38c2ebb1c2da6d5766c205b66b9df55e80d4e8
39,elastic/elasticsearch-cloud-azure,Java,1.0,1,0,0.311888,24.0,4.0,1,3096,0.307862,68,1,1,1,1,3438a5073a799279c0307dda1a9b36bbd74a4a75
40,npryce/make-it-easy,Java,0.969697,2,1,0.131402,0.0,0.0,1,1510,0.38,69,1,0,1,1,d44d000afcac3984be50c7c2fb9287ea5d8ebdbe
41,elastic/elasticsearch-analysis-kuromoji,Java,0.933333,2,0,0.256367,4.0,0.6,1,1374,0.384359,120,1,1,1,1,c70eb9cc8af7b903548e32d71281bedc315c5f77
42,Ekryd/sortpom,Java,1.0,0,1,0.056057,0.0,0.0,0,18304,0.519176,28,0,0,1,1,a168607a4de3d053637b4303657c02719cd5c3d2
43,JorgeCastilloPrz/Corleone,Java,0.93617,1,1,0.323644,53.0,1.0,1,4379,0.254159,46,1,1,1,1,ec6dd44fa712f8cab92694ba67a34e879226b4fd
44,elastic/elasticsearch-analysis-smartcn,Java,0.909091,2,0,0.346505,2.526316,0.026316,1,533,0.323009,190,1,0,1,1,d36e8878f90b454c50c6e08c9bfc145bead5c5bb
45,JavadocMD/simplelatlng,Java,0.947368,1,0,0.308875,0.0,0.0,1,2192,0.533884,20,0,0,1,1,84351103de1f54439e4e8267ca0c16d2c8f32d29
46,Clarifai/clarifai-api-java,Java,1.0,1,0,0.118135,0.0,0.0,1,1477,0.370258,13,0,0,1,1,8c1a278c32f67dab7d2188c7bc0e2e62eb9f4dae
47,wnbittle/dyn4j,Java,0.958237,1,0,0.233708,2.278689,0.016393,1,149152,0.366405,39,1,0,1,1,ee912bf03f8c7ce70ac594b1356c51755834a61a
48,pushtorefresh/storio,Java,0.966942,2,0,0.208368,0.0,0.0,1,8180,0.341285,1579,1,0,1,1,58f53d81bcc7b069c8bb271c46a90e37775abe8d
49,elastic/elasticsearch-river-twitter,Java,1.0,1,0,0.174214,6.52381,0.238095,1,1941,0.273096,188,1,1,1,1,877ba075aae0100cf05f39d86d0dad6475996489
50,raydac/java-binary-block-parser,Java,0.967213,1,0,0.270254,20.0,0.25,1,16863,0.582367,21,1,1,1,1,65b0f55ea38a4ffeeadc07686a938bc51781b0db
51,ben-manes/concurrentlinkedhashmap,Java,0.98,3,0,0.280983,2.244444,0.044444,1,11491,0.330913,78,1,1,1,1,cc3e11603e8a91185c1748633be2c703e218219e
52,ctjoreilly/aima-java,Java,0.982872,1,0,0.183561,0.0,0.0,1,221038,0.255898,164,0,0,1,0,7ecee83bda79b74ec2692441326d97fcea9890e1
53,elastic/elasticsearch-lang-javascript,Java,0.928571,2,0,0.302525,1.974359,0.179487,1,1674,0.3976,86,1,0,1,1,93ed429fcea372d34f39f879e980fad8a6bb1d98
54,elastic/elasticsearch-river-couchdb,Java,0.888889,2,0,0.161491,3.0,0.205128,1,1883,0.555746,159,1,1,1,1,dc669a7dd5316fdcc1c33d4fa58d7290451b88b1
55,elastic/elasticsearch-cloud-aws,Java,1.0,6,0,0.217981,8.0,1.333333,1,3161,0.5036,537,1,1,1,1,32cc3533e787a490bd29b71dcc155731bf7d4246
56,tecnico-softeng-distsys-2015/phonebook,Java,0.909091,1,0,0.015779,0.0,0.0,0,501,0.369973,11,0,0,1,0,6dfb823f45973555d7c4f8d6605d6aeb0fcf2e8b
57,pusher/pusher-http-java,Java,0.928571,2,1,0.193347,8.555556,0.444444,1,1317,0.379498,15,1,1,1,1,fbd091a3dcf611013a4e33f8cf2d06fe0e3e9983
58,wongcain/MVP-Simple-Demo,Java,0.904762,1,0,0.074586,0.0,0.0,0,1050,0.282454,169,0,0,1,0,07417f45d71ac5cbeb06b63f90e9fd436af986c4
59,elastic/elasticsearch-mapper-attachments,Java,1.0,2,0,0.223846,4.37037,0.37037,1,2412,0.623877,322,1,1,1,1,339bb68249fc2c25777c12ed4d56f2eca58a3ea7
60,elastic/elasticsearch,Java,0.987617,20,1,0.224747,13.852459,10.491803,1,450592,0.329683,15698,1,1,1,1,9f72ce027882cfb9e2e5e2444b901cacf4c5d63a
61,elastic/elasticsearch-river-rabbitmq,Java,0.875,2,0,0.154731,3.351351,0.405405,1,1574,0.458586,154,1,1,1,1,05e886103918949d3c329ce803bdfb9de74dea51
62,tox4j/tox4j,Java,0.928571,2,1,0.16243,92.0,10.5,1,13497,0.295466,44,1,1,1,1,a84a28e8c24821407652c2ed3c3bc43a1942a4ee
63,hazelcast/hazelcast-simulator,Java,0.973451,3,0,0.087545,59.5,23.5,1,25093,0.420198,23,1,1,1,1,019d59c2e4cf99bcc1206caddf8673d51312105f
64,unchartedsoftware/ensemble-clustering,Java,0.986014,2,0,0.29838,1.625,0.0,1,12940,0.341702,21,1,0,1,1,bd7e85aed763e2585d0b46698ebb5ab99e3f3d8e
65,mrwilson/java-dirty,Java,1.0,1,1,0.0,0.0,0.0,0,595,0.47139,99,0,0,0,0,d34addd56fde159107fc8f8b6f4dba73f440f082
66,kaazing/gateway,Java,0.99268,6,1,0.280424,21.666668,2.904762,1,182873,0.264003,41,1,1,1,1,06017b19273109b3b992e528e702586446168d57
67,Microsoft/AppInsights-Java,Java,0.976431,2,0,0.359498,108.0,26.0,1,17287,0.356487,14,1,1,1,1,3f790a841923dd6bf6a1e035b1308261c045fe0f
68,sdaschner/jaxrs-analyzer,Java,0.989011,1,0,0.355561,0.0,0.0,1,7625,0.449214,108,0,0,1,0,4ac62942202d05632977d6c14d3cd7e2d27e2b9b
69,vbauer/caesar,Java,0.833333,1,1,0.122024,51.0,0.0,1,1628,0.588339,109,1,0,1,1,bc5f07c0d3fd5e40167ab72b36206b218555f734
70,ddavison/conductor,Java,0.833333,1,0,0.441744,3.8,0.2,1,1017,0.95624,18,1,0,1,1,cbbd3e43b9b0c06d7e21d9fffa761d961770bc78
71,grpc/grpc-java,Java,0.979866,5,1,0.337754,77.333336,46.333332,1,16862,0.31742,1154,1,1,1,1,bf9ccc68f5e8f21f3cb3a34604e14542ebcecd32
72,pusher/pusher-websocket-java,Java,0.830189,1,0,0.153589,4.952381,0.142857,1,4195,0.456475,94,1,1,1,1,d0a7ea80cba4dffa45bff8e6a4fd9767acb8cb6d
73,google/google-auth-library-java,Java,1.0,1,0,0.156356,10.0,12.0,1,1993,0.449568,38,1,1,1,1,104e2b3dbf7596518750f884f4493a50f83b3a6b
74,confluentinc/kafka-rest,Java,0.946809,1,0,0.189859,61.5,6.5,1,9411,0.521695,195,1,1,1,1,e00902f9f3587cccd91d6ac4f8c2043e7ad4f31e
75,aol/micro-server,Java,0.981752,1,0,0.030303,52.5,7.5,1,8774,0.359817,348,1,1,1,1,0d8f33440daf888090181f084e32cec8afe9acf1
76,reactive-streams/reactive-streams-jvm,Java,0.952381,2,1,0.159982,21.142857,5.285714,1,6549,0.732682,1026,1,1,1,1,a625d3aba756e9842ad1291a5b73f5db280b6168
77,unchartedsoftware/aperture-tiles,Java,0.979651,4,0,0.291192,163.0,27.0,1,98439,0.262198,66,1,1,1,1,ec24b6ef6828f84e5698df555001d8fac2f9dd60
78,vbauer/houdini,Java,0.958333,1,1,0.095321,43.0,0.0,1,1199,0.342029,28,1,0,1,1,52ff62bf58f1f10ef39fde0fd9754c305e6ebbb1
79,spotify/futures-extra,Java,1.0,4,1,0.229638,3.722222,0.5,1,1480,0.598122,19,1,1,1,1,d906f23eb96efce779ce2ebe958cdd2ca17c0746
80,scottganyo/gcm-server,Java,1.0,0,0,0.268281,0.0,0.0,1,1511,0.52028,13,0,0,1,1,b44aa53b05e61f950a76586baf14cc59479dda3c
81,hcadavid/spring4-rest-oauth2,Java,0.4,0,0,0.152125,0.0,0.0,1,379,0.772358,16,0,0,1,0,6002ed30ea766a952a9f029d3b81b1b1cb4492fc
82,sebastiangraf/treetank,Java,0.879795,1,1,0.0811,0.0,0.0,1,366869,0.348664,18,0,0,1,1,9b96d631b6c2a8502a0cc958dcb02bd6a6fd8b60
83,sebastiangraf/perfidix,Java,0.818182,1,1,0.490404,1.615385,0.0,1,6406,0.353369,15,0,0,1,1,f13aa793b6a3055215ed4edbb946c1bb5d564886
84,OAuth-Apis/apis,Java,0.974138,5,0,0.177262,5.263158,0.368421,1,37103,0.257188,391,1,1,1,1,ec57f6e56f9cd7b497c64820259be83c39dabdb8
85,eseifert/gral,Java,0.86859,2,0,0.39931,12.123077,2.415385,1,23042,0.326873,18,1,1,1,1,460ceb2be7b563ee4235b60db9dae4939a8ad46d
86,spring-projects/spring-restdocs,Java,0.905405,1,0,0.278349,13.6,7.8,1,4631,0.466308,339,1,1,1,1,f7605a479c08d1d3f2439133c4c70f0e3ba77a0e
87,guardianproject/TrustedIntents,Java,0.857143,0,0,0.094216,0.0,0.0,1,979,0.540089,40,0,0,1,1,a028ae7b84409593c4a337563ab79113c4f0afdf
88,enonic/xp,Java,0.992782,5,0,0.067102,451.0,133.0,1,263754,0.254581,95,1,1,1,1,c9ce3533566ece90f04027bd729b82d7872014ce
89,fengdai/clickguard,Java,0.5,1,0,0.304452,0.0,0.0,1,624,0.431877,32,0,0,1,1,258be5ddc7076c60838d3d7de5f538fc6536dc90
90,biboudis/streamalg,Java,1.0,1,1,0.111638,10.0,0.0,1,2161,0.365063,13,1,0,1,1,4f5c6a4e8b81db129c8357bc01f7734a9ca238db
91,KurentoLegacy/kurento-media-framework,Java,0.943854,3,0,0.266107,33.333332,0.0,1,59393,0.271015,14,1,0,1,1,f165c346b0b02ed0605337330d95764e950cf2c9
92,GoogleCloudPlatform/gcloud-java,Java,0.982143,1,1,0.219098,63.5,10.0,1,8916,0.279661,64,1,1,1,1,54262fd530705e063bc2a0b85f9e6c6d8e5d74e7
93,hawkular/hawkular-metrics,Java,0.962687,3,1,0.38818,108.199997,12.0,1,26881,0.278743,71,1,1,1,1,269e4f97e620ec45ec6813b676c3694e4ca25945
94,Swrve/rate-limited-logger,Java,0.769231,2,1,0.173077,41.0,3.0,1,1498,0.29,13,1,1,1,1,c6415f879ac71234070d5a1659529f4ac32d723f
95,mozilla/j2me.js,Java,0.998688,4,1,0.430078,377.333344,132.666672,1,186678,0.372795,183,1,1,1,1,46ee3e78a4fd9c3f09026cc5cbdcf76e94b7a398
96,lambdista/try,Java,1.0,2,0,0.280769,5.888889,0.111111,1,963,0.466368,39,1,1,1,1,8d6be7795bfdc56431ba6c2c1d5de8da82acc73a
