idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/master,5e6a9aae5e86f6887536108168d22ffded6b4bd5,289c7ef28098aa8c6610582fbef34b0565bbd5d5,3ae364f137112e5689608737ee16f953217f85c9,,6,4,21,10,True,True,Tests_failed,8b1c918a2ca8c9f1876942f14cc83a1738793f7eda0dc036534b9c821a9d5bb0,True,4,False,Tests_failed,57d120c6230a8842102ef579b18dab5e492d84229ddf94ca17a4f936692a809b,False,False
2,refs/heads/master,1bf7bb28de82d532ad5a8a23735daab63b5f8451,2012e467f0ed5032a5416b04e36ab142a252b59c,d28d471d6a62cb09e893c1082ba49179b775fb20,,20,2,696,29,True,True,Tests_failed,a9b5247e1e862e239cf5d19a26621ad72590348c0a08ad42d0d6656961e407e6,True,20,False,Tests_failed,e15ca844d9fb36339184e028f3dff4c14f6e341063b1f93fa8e4c457fb6f9055,False,False
3,refs/heads/master,9232a07afd5049a2bdec518ca6d6daab57249ad7,0f142ee6f3c974870e1b3c2aa5986bf02901d52c,89b1abd046bd5158c4b8dd8ac4cee31a246df4ea,,15,3,382,59,True,True,Tests_failed,64432f4da44efd45c662ef69eb6c48bdfb9868579bfb2b412457f8de2c0af77a,True,15,False,Tests_failed,45a19efead55cebfd43debe9767204c694bdecddbe643ac20d569e42b774aba5,False,False
4,refs/heads/master,e2d770968be55afe9871feb7103ac857502148f1,9da91a9ed6e0b0b5ae578ae107be9dd4e8bbdb29,b9ca766fd0f70eb974e4e0d3ae7dcf43c940f3bc,,7,2,51,13,True,True,Tests_failed,088a5c156ae0de12974a3d5734dd43bb5607b97a31a8d67f23310da1b08c5b0b,True,7,False,Tests_failed,2209d9ff48225baca3bb0715a1ebfb9e877a43036d594cf0aea587486b59763f,False,False
5,refs/heads/master,27dc8598a51ca99cefad9c0d3d8552fff28ee83a,4509c02c76efbdbeb1ca00d5f582942e9986d1ac,31792acdedb221580e220278528491f6784db579,,26,2,217,39,True,True,Tests_failed,08e68b3db0dfddccd6f542cee5f1bbc09b9117781eef381532edea6c86b5f10f,True,26,False,Tests_failed,ca1a2707da00633334581579f7e38124cdb24a8ea51b8da100fd2b299473487e,False,False
6,refs/heads/master,d8e4ae1816285db0faf881593786a79a20d39243,2db2bb1802ab0b1600be08646daa75ce4a22fdf2,5ea054beea36b4a2d6e9fb58d0e2f877b9ab1608,,98,2,5599,107,False,True,,,True,98,,,,False,False
7,refs/heads/master,afbc2c73194fb333634381e3c8a1fda0a804d487,914f701f9bcf559928a200ea56fcb5e62fa7a612,1db99e3cbe2b997bf54a8fb13b5692adfdc0df84,,97,2,5664,101,False,True,,,True,97,,,,False,False
8,refs/heads/master,914f701f9bcf559928a200ea56fcb5e62fa7a612,2ab91f3fe8d81cc8672e27ce17ef8b80591915ed,b1d03d5ce82626fbc2e4b5ad13f8e92128b18038,,98,2,5574,105,False,True,,,True,98,,,,False,False
9,refs/heads/master,1eb30b7ce798f44402a473247dc9694e9823b31e,f6e5a8b9105d4f7c9e20b1947d0544c6c680c130,0116ae54455c37d47dc44dcbbcfa6d44248b1233,,96,2,5665,142,False,True,,,True,96,,,,False,False
10,refs/heads/master,fd81317cf5222ec2ddb7871cd06a3fdb7e8fbf8f,3ee160298682ddebb9e1f65578cbece762b8ab7d,4e9748b4696e1ca6c80ce6be7fe2096e9639ba04,,104,2,6904,309,False,True,,,True,104,,,,False,False
11,refs/heads/master,775c6a59df22c048231b8ba31995e4ef79311663,09b2354f7f22d732ea4013aaa9efd4839296c007,7be32abc9f7b0eeaa47017c8b7c6800c140222e5,,12,2,1221,206,True,True,Tests_failed,72924158e2f94ec772489d3429916887613bfd1d43d6d220d991c39f7ce923f2,True,12,False,Tests_failed,2a50a1f4a728414e494c56da4f462dcd77608efa684ebf90f06e7f2585a4edb3,False,False
12,refs/heads/master,04cdc2ba15422f763b43a16201cd6b4939b2a682,f0fd1d5c0bfb63a3284cb9f0965d3126e6ae486c,6dd2bd58cffc857d064d0e0ac3017d6aee924bb8,,84,1,5752,234,False,True,,,True,84,,,,False,False
13,refs/heads/master,eb46afd9311043509009587bea8c4842cf13ca4a,eab781bfe789fb95ad54c3e8d52d070d2fcb82f6,d1d27b8d8748190f397b0be72c8d85722f8c5b00,,137,2,6709,250,False,True,,,True,137,,,,False,False
